Time,Open,High,Low,Close
2024-01-03 08:30:00,2033.94,2036.77,2033.12,2036.23
2024-01-03 09:00:00,2036.23,2037.45,2033.54,2033.87
2024-01-03 09:30:00,2033.87,2034.92,2033.12,2033.96
2024-01-03 10:00:00,2033.96,2034.07,2032.20,2033.08
2024-01-03 10:30:00,2033.08,2033.74,2032.32,2032.55
2024-01-03 11:00:00,2032.55,2035.17,2031.21,2033.53
2024-01-03 11:30:00,2033.53,2036.04,2031.75,2034.66
2024-01-03 12:00:00,2034.66,2036.93,2034.41,2034.80
2024-01-03 12:30:00,2034.80,2037.43,2033.36,2037.19
2024-01-03 13:00:00,2037.19,2037.43,2034.29,2035.05
2024-01-03 13:30:00,2035.05,2035.65,2030.43,2031.82
2024-01-03 14:00:00,2031.82,2035.14,2031.25,2034.97
2024-01-03 14:30:00,2034.97,2036.98,2033.90,2036.34
2024-01-03 15:00:00,2036.34,2036.73,2034.24,2036.73
2024-01-03 15:30:00,2036.73,2038.44,2035.87,2036.22
2024-01-03 16:00:00,2036.22,2037.14,2035.72,2036.48
2024-01-03 16:30:00,2036.48,2037.41,2033.09,2034.75
2024-01-03 17:00:00,2034.75,2035.24,2033.35,2034.25
2024-01-03 17:30:00,2034.25,2037.19,2032.42,2035.84
2024-01-03 18:00:00,2035.84,2036.39,2034.64,2036.31
2024-01-03 18:30:00,2036.31,2039.42,2035.61,2038.78
2024-01-03 19:00:00,2038.78,2039.95,2037.71,2038.20
2024-01-03 19:30:00,2038.20,2042.76,2037.33,2040.98
2024-01-03 20:00:00,2040.98,2042.47,2040.94,2041.28
2024-01-03 20:30:00,2041.28,2042.52,2038.28,2039.11
2024-01-03 21:00:00,2039.11,2039.99,2037.06,2038.43
2024-01-03 21:30:00,2038.43,2040.94,2037.84,2040.15
2024-01-03 22:00:00,2040.15,2042.57,2038.51,2042.32
2024-01-03 22:30:00,2042.32,2043.20,2041.52,2041.54
2024-01-03 23:00:00,2041.54,2043.00,2039.50,2039.74
2024-01-03 23:30:00,2039.74,2039.87,2037.57,2037.98
2024-01-04 00:00:00,2037.98,2041.37,2037.42,2039.90
2024-01-04 00:30:00,2039.90,2043.62,2039.13,2043.16
2024-01-04 01:00:00,2043.16,2044.22,2040.96,2042.10
2024-01-04 01:30:00,2042.10,2043.04,2041.53,2041.66
2024-01-04 02:00:00,2041.66,2043.00,2040.82,2041.88
2024-01-04 02:30:00,2041.88,2043.41,2040.43,2042.45
2024-01-04 03:00:00,2042.45,2042.95,2039.13,2040.23
2024-01-04 03:30:00,2040.23,2041.07,2037.78,2037.96
2024-01-04 04:00:00,2037.96,2039.70,2036.43,2036.54
2024-01-04 04:30:00,2036.54,2037.03,2034.62,2034.95
2024-01-04 05:00:00,2034.95,2035.38,2031.83,2033.14
2024-01-04 05:30:00,2033.14,2038.65,2031.66,2036.82
2024-01-04 06:00:00,2036.82,2037.89,2034.50,2035.25
2024-01-04 06:30:00,2035.25,2036.08,2034.73,2035.67
2024-01-04 07:00:00,2035.67,2036.45,2034.38,2034.42
2024-01-04 07:30:00,2034.42,2035.90,2034.16,2034.34
2024-01-04 08:00:00,2034.34,2035.68,2033.75,2035.02
2024-01-04 08:30:00,2035.02,2035.13,2033.30,2033.79
2024-01-04 09:00:00,2033.79,2034.53,2031.33,2031.46
2024-01-04 09:30:00,2031.46,2031.62,2030.53,2031.49
2024-01-04 10:00:00,2031.49,2032.80,2029.95,2031.85
2024-01-04 10:30:00,2031.85,2032.15,2030.76,2031.48
2024-01-04 11:00:00,2031.48,2034.52,2031.24,2032.57
2024-01-04 11:30:00,2032.57,2033.08,2029.27,2031.34
2024-01-04 12:00:00,2031.34,2033.22,2030.71,2033.10
2024-01-04 12:30:00,2033.10,2033.24,2029.38,2030.84
2024-01-04 13:00:00,2030.84,2031.10,2028.19,2029.10
2024-01-04 13:30:00,2029.10,2031.41,2028.07,2028.51
2024-01-04 14:00:00,2028.51,2029.64,2028.26,2028.38
2024-01-04 14:30:00,2028.38,2030.34,2026.32,2026.56
2024-01-04 15:00:00,2026.56,2026.74,2024.85,2026.17
2024-01-04 15:30:00,2026.17,2030.59,2025.07,2028.81
2024-01-04 16:00:00,2028.81,2030.55,2026.05,2026.93
2024-01-04 16:30:00,2026.93,2030.77,2026.59,2028.97
2024-01-04 17:00:00,2028.97,2032.55,2027.94,2030.64
2024-01-04 17:30:00,2030.64,2030.83,2027.71,2029.27
2024-01-04 18:00:00,2029.27,2033.96,2027.99,2032.46
2024-01-04 18:30:00,2032.46,2034.01,2029.75,2031.51
2024-01-04 19:00:00,2031.51,2032.74,2029.29,2029.74
2024-01-04 19:30:00,2029.74,2030.48,2025.74,2025.91
2024-01-04 20:00:00,2025.91,2026.98,2023.98,2024.08
2024-01-04 20:30:00,2024.08,2026.12,2020.73,2021.98
2024-01-04 21:00:00,2021.98,2024.14,2021.44,2023.44
2024-01-04 21:30:00,2023.44,2024.88,2022.17,2024.51
2024-01-04 22:00:00,2024.51,2026.87,2023.85,2026.01
2024-01-04 22:30:00,2026.01,2029.89,2025.39,2029.33
2024-01-04 23:00:00,2029.33,2032.27,2028.55,2031.30
2024-01-04 23:30:00,2031.30,2031.32,2029.35,2031.11
2024-01-05 00:00:00,2031.11,2035.30,2028.84,2034.78
2024-01-05 00:30:00,2034.78,2035.38,2027.33,2028.51
2024-01-05 01:00:00,2028.51,2030.32,2026.97,2027.15
2024-01-05 01:30:00,2027.15,2027.18,2025.44,2026.60
2024-01-05 02:00:00,2026.60,2028.46,2024.28,2028.04
2024-01-05 02:30:00,2028.04,2029.30,2027.49,2028.36
2024-01-05 03:00:00,2028.36,2028.39,2024.81,2024.97
2024-01-05 03:30:00,2024.97,2025.61,2020.06,2021.59
2024-01-05 04:00:00,2021.59,2022.54,2021.42,2021.55
2024-01-05 04:30:00,2021.55,2021.76,2019.71,2021.63
2024-01-05 05:00:00,2021.63,2022.06,2018.01,2019.67
2024-01-05 05:30:00,2019.67,2023.56,2018.25,2022.03
2024-01-05 06:00:00,2022.03,2024.39,2020.47,2022.57
2024-01-05 06:30:00,2022.57,2027.64,2022.20,2027.34
2024-01-05 07:00:00,2027.34,2030.35,2027.06,2030.13
2024-01-05 07:30:00,2030.13,2030.14,2025.67,2026.28
2024-01-05 08:00:00,2026.28,2028.81,2026.10,2027.21
2024-01-05 08:30:00,2027.21,2029.77,2027.12,2028.33
2024-01-05 09:00:00,2028.33,2028.72,2026.76,2028.18
2024-01-05 09:30:00,2028.18,2028.35,2026.03,2026.81
2024-01-05 10:00:00,2026.81,2027.27,2024.73,2025.04
2024-01-05 10:30:00,2025.04,2026.95,2024.84,2026.55
2024-01-05 11:00:00,2026.55,2026.74,2024.61,2025.58
2024-01-05 11:30:00,2025.58,2031.71,2023.81,2030.39
2024-01-05 12:00:00,2030.39,2033.05,2029.02,2031.72
2024-01-05 12:30:00,2031.72,2033.40,2029.53,2031.26
2024-01-05 13:00:00,2031.26,2035.28,2029.80,2034.51
2024-01-05 13:30:00,2034.51,2035.82,2032.73,2033.52
2024-01-05 14:00:00,2033.52,2034.63,2031.81,2031.92
2024-01-05 14:30:00,2031.92,2032.42,2028.11,2028.21
2024-01-05 15:00:00,2028.21,2028.73,2027.36,2027.46
2024-01-05 15:30:00,2027.46,2029.19,2025.63,2027.15
2024-01-05 16:00:00,2027.15,2027.56,2024.83,2025.94
2024-01-05 16:30:00,2025.94,2026.99,2021.16,2022.47
2024-01-05 17:00:00,2022.47,2023.63,2018.96,2021.49
2024-01-05 17:30:00,2021.49,2022.81,2018.86,2020.05
2024-01-05 18:00:00,2020.05,2024.58,2019.40,2023.30
2024-01-05 18:30:00,2023.30,2025.43,2019.43,2021.03
2024-01-05 19:00:00,2021.03,2022.33,2018.86,2019.38
2024-01-05 19:30:00,2019.38,2020.73,2017.66,2020.34
2024-01-05 20:00:00,2020.34,2023.48,2020.05,2022.07
2024-01-05 20:30:00,2022.07,2022.45,2018.29,2018.62
2024-01-05 21:00:00,2018.62,2020.45,2016.41,2019.31
2024-01-05 21:30:00,2019.31,2023.08,2018.35,2021.63
2024-01-05 22:00:00,2021.63,2024.65,2020.71,2022.43
2024-01-05 22:30:00,2022.43,2023.22,2021.75,2023.16
2024-01-05 23:00:00,2023.16,2025.17,2021.52,2024.07
2024-01-05 23:30:00,2024.07,2027.73,2023.56,2026.50
2024-01-06 00:00:00,2026.50,2028.27,2025.42,2026.56
2024-01-06 00:30:00,2026.56,2027.08,2023.74,2023.85
2024-01-06 01:00:00,2023.85,2028.85,2023.68,2026.99
2024-01-06 01:30:00,2026.99,2027.97,2025.17,2025.41
2024-01-06 02:00:00,2025.41,2026.91,2019.73,2021.12
2024-01-06 02:30:00,2021.12,2022.71,2020.83,2021.43
2024-01-06 03:00:00,2021.43,2022.56,2017.63,2018.44
2024-01-06 03:30:00,2018.44,2021.57,2017.06,2020.67
2024-01-06 04:00:00,2020.67,2021.95,2020.02,2021.22
2024-01-06 04:30:00,2021.22,2022.15,2018.01,2019.22
2024-01-06 05:00:00,2019.22,2019.27,2015.40,2016.14
2024-01-06 05:30:00,2016.14,2016.75,2014.66,2015.54
2024-01-06 06:00:00,2015.54,2016.19,2014.95,2016.05
2024-01-06 06:30:00,2016.05,2016.81,2014.68,2015.26
2024-01-06 07:00:00,2015.26,2015.90,2013.15,2013.77
2024-01-06 07:30:00,2013.77,2016.59,2013.69,2016.07
2024-01-06 08:00:00,2016.07,2018.12,2014.80,2016.73
2024-01-06 08:30:00,2016.73,2021.50,2016.26,2021.41
2024-01-06 09:00:00,2021.41,2023.54,2020.74,2022.46
2024-01-06 09:30:00,2022.46,2023.22,2022.40,2023.21
2024-01-06 10:00:00,2023.21,2026.88,2022.52,2026.34
2024-01-06 10:30:00,2026.34,2030.67,2025.08,2029.36
2024-01-06 11:00:00,2029.36,2031.45,2028.01,2030.04
2024-01-06 11:30:00,2030.04,2031.29,2028.53,2030.45
2024-01-06 12:00:00,2030.45,2034.01,2028.19,2033.91
2024-01-06 12:30:00,2033.91,2034.82,2030.19,2032.02
2024-01-06 13:00:00,2032.02,2032.18,2030.12,2030.74
2024-01-06 13:30:00,2030.74,2033.95,2029.53,2033.42
2024-01-06 14:00:00,2033.42,2033.89,2032.36,2033.49
2024-01-06 14:30:00,2033.49,2035.82,2032.50,2034.98
2024-01-06 15:00:00,2034.98,2035.59,2032.87,2034.17
2024-01-06 15:30:00,2034.17,2039.38,2034.00,2038.12
2024-01-06 16:00:00,2038.12,2038.61,2032.87,2033.73
2024-01-06 16:30:00,2033.73,2036.19,2033.11,2035.92
2024-01-06 17:00:00,2035.92,2036.45,2034.59,2035.72
2024-01-06 17:30:00,2035.72,2035.81,2034.02,2034.69
2024-01-06 18:00:00,2034.69,2035.64,2031.16,2031.82
2024-01-06 18:30:00,2031.82,2032.89,2031.54,2032.21
2024-01-06 19:00:00,2032.21,2034.03,2029.36,2029.88
2024-01-06 19:30:00,2029.88,2030.74,2029.08,2030.03
2024-01-06 20:00:00,2030.03,2030.31,2026.56,2028.10
2024-01-06 20:30:00,2028.10,2032.67,2026.47,2032.28
2024-01-06 21:00:00,2032.28,2033.14,2032.15,2032.28
2024-01-06 21:30:00,2032.28,2040.05,2031.48,2039.91
2024-01-06 22:00:00,2039.91,2039.94,2035.71,2037.11
2024-01-06 22:30:00,2037.11,2038.57,2036.35,2038.10
2024-01-06 23:00:00,2038.10,2040.65,2037.76,2039.66
2024-01-06 23:30:00,2039.66,2040.01,2037.59,2037.70
2024-01-07 00:00:00,2037.70,2041.62,2037.23,2040.94
2024-01-07 00:30:00,2040.94,2042.00,2037.82,2039.47
2024-01-07 01:00:00,2039.47,2043.07,2037.92,2041.49
2024-01-07 01:30:00,2041.49,2041.83,2041.18,2041.23
2024-01-07 02:00:00,2041.23,2042.11,2039.37,2041.65
2024-01-07 02:30:00,2041.65,2046.35,2040.35,2044.68
2024-01-07 03:00:00,2044.68,2044.87,2041.56,2042.81
2024-01-07 03:30:00,2042.81,2043.31,2039.18,2039.70
2024-01-07 04:00:00,2039.70,2042.14,2038.36,2041.99
2024-01-07 04:30:00,2041.99,2045.03,2040.34,2043.83
2024-01-07 05:00:00,2043.83,2047.24,2042.37,2045.34
2024-01-07 05:30:00,2045.34,2048.73,2043.73,2048.43
2024-01-07 06:00:00,2048.43,2050.64,2047.42,2049.50
2024-01-07 06:30:00,2049.50,2050.53,2044.78,2046.20
2024-01-07 07:00:00,2046.20,2047.03,2045.31,2045.71
2024-01-07 07:30:00,2045.71,2047.68,2043.22,2045.42
2024-01-07 08:00:00,2045.42,2049.60,2044.46,2048.59
2024-01-07 08:30:00,2048.59,2052.26,2047.61,2051.11
2024-01-07 09:00:00,2051.11,2053.19,2050.11,2051.27
2024-01-07 09:30:00,2051.27,2051.39,2049.51,2049.68
2024-01-07 10:00:00,2049.68,2051.76,2049.23,2050.15
2024-01-07 10:30:00,2050.15,2052.64,2049.72,2052.58
2024-01-07 11:00:00,2052.58,2053.89,2049.83,2051.55
2024-01-07 11:30:00,2051.55,2053.90,2051.16,2052.34
2024-01-07 12:00:00,2052.34,2054.28,2051.90,2052.80
2024-01-07 12:30:00,2052.80,2053.36,2051.37,2052.06
2024-01-07 13:00:00,2052.06,2053.81,2050.18,2050.72
2024-01-07 13:30:00,2050.72,2051.72,2047.37,2048.96
2024-01-07 14:00:00,2048.96,2050.66,2046.36,2048.72
2024-01-07 14:30:00,2048.72,2050.19,2044.54,2045.40
2024-01-07 15:00:00,2045.40,2050.10,2045.30,2050.05
2024-01-07 15:30:00,2050.05,2052.89,2048.57,2051.71
2024-01-07 16:00:00,2051.71,2052.69,2051.26,2051.39
2024-01-07 16:30:00,2051.39,2052.73,2051.02,2052.40
2024-01-07 17:00:00,2052.40,2054.03,2049.85,2051.60
2024-01-07 17:30:00,2051.60,2054.49,2050.67,2053.41
2024-01-07 18:00:00,2053.41,2055.30,2052.66,2053.85
2024-01-07 18:30:00,2053.85,2055.83,2053.23,2054.24
2024-01-07 19:00:00,2054.24,2062.59,2053.91,2061.10
2024-01-07 19:30:00,2061.10,2064.87,2061.02,2063.71
2024-01-07 20:00:00,2063.71,2066.37,2062.56,2066.21
2024-01-07 20:30:00,2066.21,2067.78,2065.79,2067.11
2024-01-07 21:00:00,2067.11,2068.92,2066.31,2066.89
2024-01-07 21:30:00,2066.89,2071.64,2066.72,2069.27
2024-01-07 22:00:00,2069.27,2070.72,2068.98,2070.29
2024-01-07 22:30:00,2070.29,2072.31,2069.12,2071.47
2024-01-07 23:00:00,2071.47,2072.03,2068.49,2068.67
2024-01-07 23:30:00,2068.67,2069.05,2065.96,2066.11
2024-01-08 00:00:00,2066.11,2066.31,2065.91,2066.04
2024-01-08 00:30:00,2066.04,2067.79,2062.63,2064.77
2024-01-08 01:00:00,2064.77,2065.05,2062.84,2062.98
2024-01-08 01:30:00,2062.98,2063.90,2060.04,2061.17
2024-01-08 02:00:00,2061.17,2061.70,2059.00,2060.38
2024-01-08 02:30:00,2060.38,2060.51,2059.12,2059.45
2024-01-08 03:00:00,2059.45,2063.20,2059.06,2062.24
2024-01-08 03:30:00,2062.24,2062.74,2058.30,2058.88
2024-01-08 04:00:00,2058.88,2062.47,2057.07,2061.56
2024-01-08 04:30:00,2061.56,2065.52,2061.46,2064.07
2024-01-08 05:00:00,2064.07,2064.54,2061.32,2061.94
2024-01-08 05:30:00,2061.94,2067.70,2061.80,2067.04
2024-01-08 06:00:00,2067.04,2068.50,2066.41,2066.43
2024-01-08 06:30:00,2066.43,2070.25,2066.03,2067.89
2024-01-08 07:00:00,2067.89,2071.12,2067.30,2068.58
2024-01-08 07:30:00,2068.58,2071.24,2067.62,2070.51
2024-01-08 08:00:00,2070.51,2075.80,2069.20,2075.12
2024-01-08 08:30:00,2075.12,2079.31,2074.95,2078.14
2024-01-08 09:00:00,2078.14,2082.97,2076.64,2082.53
2024-01-08 09:30:00,2082.53,2084.02,2079.57,2080.20
2024-01-08 10:00:00,2080.20,2080.28,2079.31,2079.85
2024-01-08 10:30:00,2079.85,2080.62,2078.16,2079.14
2024-01-08 11:00:00,2079.14,2079.45,2077.35,2079.08
2024-01-08 11:30:00,2079.08,2080.69,2077.36,2080.09
2024-01-08 12:00:00,2080.09,2080.42,2077.89,2079.32
2024-01-08 12:30:00,2079.32,2079.41,2077.73,2078.10
2024-01-08 13:00:00,2078.10,2078.12,2077.11,2077.43
2024-01-08 13:30:00,2077.43,2077.49,2073.77,2075.08
2024-01-08 14:00:00,2075.08,2075.74,2071.29,2072.00
2024-01-08 14:30:00,2072.00,2073.51,2069.31,2069.83
2024-01-08 15:00:00,2069.83,2071.32,2069.09,2069.52
2024-01-08 15:30:00,2069.52,2073.32,2067.96,2072.48
2024-01-08 16:00:00,2072.48,2072.62,2067.93,2068.94
2024-01-08 16:30:00,2068.94,2069.33,2066.38,2067.67
2024-01-08 17:00:00,2067.67,2071.50,2067.22,2070.50
2024-01-08 17:30:00,2070.50,2070.69,2068.03,2069.05
2024-01-08 18:00:00,2069.05,2069.21,2068.87,2069.02
2024-01-08 18:30:00,2069.02,2070.71,2067.70,2069.98
2024-01-08 19:00:00,2069.98,2074.61,2068.41,2073.12
2024-01-08 19:30:00,2073.12,2074.33,2070.63,2071.27
2024-01-08 20:00:00,2071.27,2072.89,2065.37,2068.30
2024-01-08 20:30:00,2068.30,2068.84,2063.22,2065.76
2024-01-08 21:00:00,2065.76,2065.84,2062.59,2063.99
2024-01-08 21:30:00,2063.99,2066.74,2063.84,2066.01
2024-01-08 22:00:00,2066.01,2066.25,2062.63,2063.61
2024-01-08 22:30:00,2063.61,2067.45,2061.66,2066.70
2024-01-08 23:00:00,2066.70,2066.96,2065.00,2065.07
2024-01-08 23:30:00,2065.07,2066.17,2062.02,2063.08
2024-01-09 00:00:00,2063.08,2063.27,2060.89,2060.92
2024-01-09 00:30:00,2060.92,2062.52,2057.92,2058.68
2024-01-09 01:00:00,2058.68,2060.71,2056.25,2060.18
2024-01-09 01:30:00,2060.18,2063.01,2058.15,2062.17
2024-01-09 02:00:00,2062.17,2064.20,2061.15,2063.37
2024-01-09 02:30:00,2063.37,2064.53,2063.34,2063.95
2024-01-09 03:00:00,2063.95,2068.72,2062.30,2067.78
2024-01-09 03:30:00,2067.78,2068.35,2065.79,2066.07
2024-01-09 04:00:00,2066.07,2071.91,2064.90,2071.13
2024-01-09 04:30:00,2071.13,2075.72,2070.31,2073.74
2024-01-09 05:00:00,2073.74,2075.16,2073.43,2074.04
2024-01-09 05:30:00,2074.04,2075.28,2068.93,2070.25
2024-01-09 06:00:00,2070.25,2074.55,2069.82,2074.14
2024-01-09 06:30:00,2074.14,2075.94,2072.79,2074.89
2024-01-09 07:00:00,2074.89,2075.13,2073.97,2074.57
2024-01-09 07:30:00,2074.57,2078.15,2073.79,2077.20
2024-01-09 08:00:00,2077.20,2079.04,2076.23,2078.84
2024-01-09 08:30:00,2078.84,2081.26,2078.49,2080.34
2024-01-09 09:00:00,2080.34,2085.07,2079.36,2083.76
2024-01-09 09:30:00,2083.76,2088.90,2082.52,2087.20
2024-01-09 10:00:00,2087.20,2087.21,2082.92,2083.25
2024-01-09 10:30:00,2083.25,2084.26,2079.35,2080.70
2024-01-09 11:00:00,2080.70,2081.61,2078.82,2080.31
2024-01-09 11:30:00,2080.31,2081.88,2078.26,2081.80
2024-01-09 12:00:00,2081.80,2082.06,2079.49,2079.95
2024-01-09 12:30:00,2079.95,2081.98,2077.01,2078.39
2024-01-09 13:00:00,2078.39,2078.89,2075.45,2075.55
2024-01-09 13:30:00,2075.55,2075.68,2074.26,2075.67
2024-01-09 14:00:00,2075.67,2080.74,2074.85,2079.23
2024-01-09 14:30:00,2079.23,2081.40,2078.36,2080.44
2024-01-09 15:00:00,2080.44,2085.95,2079.09,2085.25
2024-01-09 15:30:00,2085.25,2087.07,2080.60,2081.73
2024-01-09 16:00:00,2081.73,2083.27,2080.90,2081.40
2024-01-09 16:30:00,2081.40,2082.16,2080.59,2081.26
2024-01-09 17:00:00,2081.26,2083.42,2081.10,2083.14
2024-01-09 17:30:00,2083.14,2084.63,2081.12,2082.37
2024-01-09 18:00:00,2082.37,2083.51,2078.34,2080.18
2024-01-09 18:30:00,2080.18,2080.87,2079.29,2079.87
2024-01-09 19:00:00,2079.87,2081.76,2077.84,2079.03
